编号,整理建议,故事环节,实验用途,已有结果如何理解,下一步,证据质量提醒,协议组,实验族,记录方法,划分,记录seed,LoRA rank,精度类型,本地状态,首记录轮,末记录轮,记录点数,末20轮起点,末20轮终点,末20轮Overall,末20轮Head20,末20轮Middle60,末20轮Tail20,末20轮NonTail80,末20轮Many大于100,末20轮Medium20至100,末20轮Few小于20,最后记录Overall,最后记录Tail,观测Tail峰值,观测峰值轮,观测峰值至最后回落pp,逐类复算状态,缺类逐类文件数,相同曲线副本组,跨seed同曲线组,正常训练,额外训练,损失,聚合,正常steps,额外steps,本地总steps,功能修正steps,原始路径,推荐结果入口,曲线来源
R31029c3b9,待定用途,跨方法现象,PromptFL Panel C / Experiment D、局部epoch和历史机制,可说明现象在旧prompt协议下存在；有副本、失败seed与不同localE。,附录稳健性候选；不能拼成当前LoRA多seed结果。,,H2 历史PromptFL，按参与率/localE/seed另分组,PromptFL_fedavg_vit_b16_batchSize32,PromptFL,client-longtail,42,,,已记录到第100轮或以后,1,100,21,,,,,,,,,,,60.86,19.25,20.0,16,0.75,逐类核对通过,0,D7b6908e2,,,,,,,,,,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=0.5_rho=3.0_IF=0.01_localE=3_seed=42,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=0.5_rho=3.0_IF=0.01_localE=3_seed=42,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=0.5_rho=3.0_IF=0.01_localE=3_seed=42/round_metrics.csv
R0652303d6,待定用途,跨方法现象,PromptFL Panel C / Experiment D、局部epoch和历史机制,可说明现象在旧prompt协议下存在；有副本、失败seed与不同localE。,附录稳健性候选；不能拼成当前LoRA多seed结果。,,H2 历史PromptFL，按参与率/localE/seed另分组,PromptFL_fedavg_vit_b16_batchSize32,PromptFL,client-longtail,1,,,已记录到第100轮或以后,1,100,21,,,,,,,,,,,60.58,18.35,19.25,76,0.8999999999999986,逐类核对通过,0,Df0bdf120,,,,,,,,,,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=0.75_rho=3.0_IF=0.01_localE=3_seed=1,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=0.75_rho=3.0_IF=0.01_localE=3_seed=1,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=0.75_rho=3.0_IF=0.01_localE=3_seed=1/round_metrics.csv
Rb5e154957,待定用途,跨方法现象,PromptFL Panel C / Experiment D、局部epoch和历史机制,可说明现象在旧prompt协议下存在；有副本、失败seed与不同localE。,附录稳健性候选；不能拼成当前LoRA多seed结果。,,H2 历史PromptFL，按参与率/localE/seed另分组,PromptFL_fedavg_vit_b16_batchSize32,PromptFL,client-longtail,2026,,,已记录到第100轮或以后,1,100,21,,,,,,,,,,,60.01,16.85,18.6,51,1.75,逐类核对通过,0,Dc47cdebe,,,,,,,,,,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=0.75_rho=3.0_IF=0.01_localE=3_seed=2026,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=0.75_rho=3.0_IF=0.01_localE=3_seed=2026,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=0.75_rho=3.0_IF=0.01_localE=3_seed=2026/round_metrics.csv
R893bc1916,待定用途,跨方法现象,PromptFL Panel C / Experiment D、局部epoch和历史机制,可说明现象在旧prompt协议下存在；有副本、失败seed与不同localE。,附录稳健性候选；不能拼成当前LoRA多seed结果。,,H2 历史PromptFL，按参与率/localE/seed另分组,PromptFL_fedavg_vit_b16_batchSize32,PromptFL,client-longtail,42,,,已记录到第100轮或以后,1,100,21,,,,,,,,,,,59.78,16.5,20.7,31,4.199999999999999,逐类核对通过,0,D846f4ff6,,,,,,,,,,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=0.75_rho=3.0_IF=0.01_localE=3_seed=42,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=0.75_rho=3.0_IF=0.01_localE=3_seed=42,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=0.75_rho=3.0_IF=0.01_localE=3_seed=42/round_metrics.csv
Rb0dd79cc9,待定用途,跨方法现象,PromptFL Panel C / Experiment D、局部epoch和历史机制,可说明现象在旧prompt协议下存在；有副本、失败seed与不同localE。,附录稳健性候选；不能拼成当前LoRA多seed结果。,,H2 历史PromptFL，按参与率/localE/seed另分组,PromptFL_fedavg_vit_b16_batchSize32,PromptFL,client-longtail,1,,,已记录到第100轮或以后,1,100,21,,,,,,,,,,,60.67,18.55,20.4,31,1.8499999999999979,逐类核对通过,0,D228d8e8c,,,,,,,,,,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=1.0_rho=3.0_IF=0.01_localE=3_seed=1,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=1.0_rho=3.0_IF=0.01_localE=3_seed=1,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=1.0_rho=3.0_IF=0.01_localE=3_seed=1/round_metrics.csv
R0960aecf0,待定用途,跨方法现象,PromptFL Panel C / Experiment D、局部epoch和历史机制,可说明现象在旧prompt协议下存在；有副本、失败seed与不同localE。,附录稳健性候选；不能拼成当前LoRA多seed结果。,,H2 历史PromptFL，按参与率/localE/seed另分组,PromptFL_fedavg_vit_b16_batchSize32,PromptFL,client-longtail,2026,,,已记录到第100轮或以后,1,100,21,,,,,,,,,,,60.55,18.1,19.7,36,1.5999999999999979,逐类核对通过,0,D0896118c,,,,,,,,,,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=1.0_rho=3.0_IF=0.01_localE=3_seed=2026,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=1.0_rho=3.0_IF=0.01_localE=3_seed=2026,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=1.0_rho=3.0_IF=0.01_localE=3_seed=2026/round_metrics.csv
Rf3da08eef,待定用途,跨方法现象,PromptFL Panel C / Experiment D、局部epoch和历史机制,可说明现象在旧prompt协议下存在；有副本、失败seed与不同localE。,附录稳健性候选；不能拼成当前LoRA多seed结果。,,H2 历史PromptFL，按参与率/localE/seed另分组,PromptFL_fedavg_vit_b16_batchSize32,PromptFL,client-longtail,42,,,已记录到第100轮或以后,1,100,21,,,,,,,,,,,60.82,16.9,18.55,26,1.6500000000000021,逐类核对通过,0,D571eda4b,,,,,,,,,,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=1.0_rho=3.0_IF=0.01_localE=3_seed=42,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=1.0_rho=3.0_IF=0.01_localE=3_seed=42,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=client-longtail_lambda=0.75_alpha=1.0_rho=3.0_IF=0.01_localE=3_seed=42/round_metrics.csv
Rd9cbd2dea,待定用途,跨方法现象,PromptFL Panel C / Experiment D、局部epoch和历史机制,可说明现象在旧prompt协议下存在；有副本、失败seed与不同localE。,附录稳健性候选；不能拼成当前LoRA多seed结果。,,H2 历史PromptFL，按参与率/localE/seed另分组,PromptFL_fedavg_vit_b16_batchSize32,PromptFL,noniid-labeldir-fine,1,,,已记录到第100轮或以后,1,100,21,,,,,,,,,,,64.24,38.95,42.3,16,3.3499999999999943,逐类核对通过,0,Df2e9b372,,,,,,,,,,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.1_IF=0.01_localE=3_seed=1,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.1_IF=0.01_localE=3_seed=1,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.1_IF=0.01_localE=3_seed=1/round_metrics.csv
Rf6302c74b,待定用途,跨方法现象,PromptFL Panel C / Experiment D、局部epoch和历史机制,可说明现象在旧prompt协议下存在；有副本、失败seed与不同localE。,附录稳健性候选；不能拼成当前LoRA多seed结果。,,H2 历史PromptFL，按参与率/localE/seed另分组,PromptFL_fedavg_vit_b16_batchSize32,PromptFL,noniid-labeldir-fine,2026,,,已记录到第100轮或以后,1,100,21,,,,,,,,,,,64.04,39.75,41.85,41,2.1000000000000014,逐类核对通过,0,Dc60dc8d5,,,,,,,,,,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.1_IF=0.01_localE=3_seed=2026,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.1_IF=0.01_localE=3_seed=2026,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.1_IF=0.01_localE=3_seed=2026/round_metrics.csv
R136cf27f0,待定用途,跨方法现象,PromptFL Panel C / Experiment D、局部epoch和历史机制,可说明现象在旧prompt协议下存在；有副本、失败seed与不同localE。,附录稳健性候选；不能拼成当前LoRA多seed结果。,,H2 历史PromptFL，按参与率/localE/seed另分组,PromptFL_fedavg_vit_b16_batchSize32,PromptFL,noniid-labeldir-fine,42,,,已记录到第100轮或以后,1,100,21,,,,,,,,,,,62.55,35.05,38.65,36,3.6000000000000014,逐类核对通过,0,D930b75fd,,,,,,,,,,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.1_IF=0.01_localE=3_seed=42,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.1_IF=0.01_localE=3_seed=42,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.1_IF=0.01_localE=3_seed=42/round_metrics.csv
R34ce67245,待定用途,跨方法现象,PromptFL Panel C / Experiment D、局部epoch和历史机制,可说明现象在旧prompt协议下存在；有副本、失败seed与不同localE。,附录稳健性候选；不能拼成当前LoRA多seed结果。,,H2 历史PromptFL，按参与率/localE/seed另分组,PromptFL_fedavg_vit_b16_batchSize32,PromptFL,noniid-labeldir-fine,1,,,已记录到第100轮或以后,1,100,21,,,,,,,,,,,64.46,38.05,39.95,66,1.9000000000000057,逐类核对通过,0,Dc4626fb8,,,,,,,,,,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.25_IF=0.01_localE=3_seed=1,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.25_IF=0.01_localE=3_seed=1,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.25_IF=0.01_localE=3_seed=1/round_metrics.csv
Re9a9007fc,待定用途,跨方法现象,PromptFL Panel C / Experiment D、局部epoch和历史机制,可说明现象在旧prompt协议下存在；有副本、失败seed与不同localE。,附录稳健性候选；不能拼成当前LoRA多seed结果。,,H2 历史PromptFL，按参与率/localE/seed另分组,PromptFL_fedavg_vit_b16_batchSize32,PromptFL,noniid-labeldir-fine,2026,,,已记录到第100轮或以后,1,100,21,,,,,,,,,,,65.17,38.95,40.3,26,1.3499999999999943,逐类核对通过,0,Dbfc53ae2,,,,,,,,,,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.25_IF=0.01_localE=3_seed=2026,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.25_IF=0.01_localE=3_seed=2026,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.25_IF=0.01_localE=3_seed=2026/round_metrics.csv
R083a82579,待定用途,跨方法现象,PromptFL Panel C / Experiment D、局部epoch和历史机制,可说明现象在旧prompt协议下存在；有副本、失败seed与不同localE。,附录稳健性候选；不能拼成当前LoRA多seed结果。,,H2 历史PromptFL，按参与率/localE/seed另分组,PromptFL_fedavg_vit_b16_batchSize32,PromptFL,noniid-labeldir-fine,42,,,已记录到第100轮或以后,1,100,21,,,,,,,,,,,64.6,39.3,41.2,56,1.9000000000000057,逐类核对通过,0,D81eae109,,,,,,,,,,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.25_IF=0.01_localE=3_seed=42,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.25_IF=0.01_localE=3_seed=42,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.25_IF=0.01_localE=3_seed=42/round_metrics.csv
R0e811700a,待定用途,跨方法现象,PromptFL Panel C / Experiment D、局部epoch和历史机制,可说明现象在旧prompt协议下存在；有副本、失败seed与不同localE。,附录稳健性候选；不能拼成当前LoRA多seed结果。,,H2 历史PromptFL，按参与率/localE/seed另分组,PromptFL_fedavg_vit_b16_batchSize32,PromptFL,noniid-labeldir-fine,1,,,已记录到第100轮或以后,1,100,21,,,,,,,,,,,64.55,37.25,39.6,56,2.3500000000000014,逐类核对通过,0,Dd3dc83f9,,,,,,,,,,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.5_IF=0.01_localE=3_seed=1,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.5_IF=0.01_localE=3_seed=1,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.5_IF=0.01_localE=3_seed=1/round_metrics.csv
R6111d9ed5,待定用途,跨方法现象,PromptFL Panel C / Experiment D、局部epoch和历史机制,可说明现象在旧prompt协议下存在；有副本、失败seed与不同localE。,附录稳健性候选；不能拼成当前LoRA多seed结果。,,H2 历史PromptFL，按参与率/localE/seed另分组,PromptFL_fedavg_vit_b16_batchSize32,PromptFL,noniid-labeldir-fine,2026,,,已记录到第100轮或以后,1,100,21,,,,,,,,,,,64.04,36.85,39.75,91,2.8999999999999986,逐类核对通过,0,D803df476,,,,,,,,,,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.5_IF=0.01_localE=3_seed=2026,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.5_IF=0.01_localE=3_seed=2026,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.5_IF=0.01_localE=3_seed=2026/round_metrics.csv
Rb60819bc8,待定用途,跨方法现象,PromptFL Panel C / Experiment D、局部epoch和历史机制,可说明现象在旧prompt协议下存在；有副本、失败seed与不同localE。,附录稳健性候选；不能拼成当前LoRA多seed结果。,,H2 历史PromptFL，按参与率/localE/seed另分组,PromptFL_fedavg_vit_b16_batchSize32,PromptFL,noniid-labeldir-fine,42,,,已记录到第100轮或以后,1,100,21,,,,,,,,,,,65.1,40.15,43.1,76,2.950000000000003,逐类核对通过,0,D308fde45,,,,,,,,,,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.5_IF=0.01_localE=3_seed=42,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.5_IF=0.01_localE=3_seed=42,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.5_IF=0.01_localE=3_seed=42/round_metrics.csv
R3d6f4fc27,待定用途,跨方法现象,PromptFL Panel C / Experiment D、局部epoch和历史机制,可说明现象在旧prompt协议下存在；有副本、失败seed与不同localE。,附录稳健性候选；不能拼成当前LoRA多seed结果。,本地未发现标准精度CSV；部分诊断入口按设计在全局测试前结束。,H2 历史PromptFL，按参与率/localE/seed另分组,PromptFL_fedavg_vit_b16_batchSize32,,noniid-labeldir-fine,1,,,只有日志或配置，未发现精度结果,,,0,,,,,,,,,,,,,,,,缺少可交叉核对的分组或逐类文件,0,,,,,,,,,,,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.75_IF=0.01_localE=3_seed=1,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.75_IF=0.01_localE=3_seed=1,per_class CSV
Rbf0219364,待定用途,跨方法现象,PromptFL Panel C / Experiment D、局部epoch和历史机制,可说明现象在旧prompt协议下存在；有副本、失败seed与不同localE。,附录稳健性候选；不能拼成当前LoRA多seed结果。,,H2 历史PromptFL，按参与率/localE/seed另分组,PromptFL_fedavg_vit_b16_batchSize32,PromptFL,noniid-labeldir-fine,2026,,,已记录到第100轮或以后,1,100,21,,,,,,,,,,,64.37,36.7,39.95,41,3.25,逐类核对通过,0,D1fd1f078,,,,,,,,,,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.75_IF=0.01_localE=3_seed=2026,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.75_IF=0.01_localE=3_seed=2026,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.75_IF=0.01_localE=3_seed=2026/round_metrics.csv
R34294fa5c,待定用途,跨方法现象,PromptFL Panel C / Experiment D、局部epoch和历史机制,可说明现象在旧prompt协议下存在；有副本、失败seed与不同localE。,附录稳健性候选；不能拼成当前LoRA多seed结果。,,H2 历史PromptFL，按参与率/localE/seed另分组,PromptFL_fedavg_vit_b16_batchSize32,PromptFL,noniid-labeldir-fine,42,,,已记录到第100轮或以后,1,100,21,,,,,,,,,,,63.26,36.4,40.3,66,3.8999999999999986,逐类核对通过,0,Dd21b9962,,,,,,,,,,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.75_IF=0.01_localE=3_seed=42,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.75_IF=0.01_localE=3_seed=42,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=0.75_IF=0.01_localE=3_seed=42/round_metrics.csv
R732afc73c,待定用途,跨方法现象,PromptFL Panel C / Experiment D、局部epoch和历史机制,可说明现象在旧prompt协议下存在；有副本、失败seed与不同localE。,附录稳健性候选；不能拼成当前LoRA多seed结果。,本地未发现标准精度CSV；部分诊断入口按设计在全局测试前结束。,H2 历史PromptFL，按参与率/localE/seed另分组,PromptFL_fedavg_vit_b16_batchSize32,,noniid-labeldir-fine,1,,,只有日志或配置，未发现精度结果,,,0,,,,,,,,,,,,,,,,缺少可交叉核对的分组或逐类文件,0,,,,,,,,,,,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=1.0_IF=0.01_localE=3_seed=1,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=1.0_IF=0.01_localE=3_seed=1,per_class CSV
R2fece5747,待定用途,跨方法现象,PromptFL Panel C / Experiment D、局部epoch和历史机制,可说明现象在旧prompt协议下存在；有副本、失败seed与不同localE。,附录稳健性候选；不能拼成当前LoRA多seed结果。,,H2 历史PromptFL，按参与率/localE/seed另分组,PromptFL_fedavg_vit_b16_batchSize32,PromptFL,noniid-labeldir-fine,2026,,,已记录到第100轮或以后,1,100,21,,,,,,,,,,,64.68,38.1,40.45,46,2.3500000000000014,逐类核对通过,0,D2b39c237,,,,,,,,,,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=1.0_IF=0.01_localE=3_seed=2026,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=1.0_IF=0.01_localE=3_seed=2026,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=1.0_IF=0.01_localE=3_seed=2026/round_metrics.csv
R72d919e2c,待定用途,跨方法现象,PromptFL Panel C / Experiment D、局部epoch和历史机制,可说明现象在旧prompt协议下存在；有副本、失败seed与不同localE。,附录稳健性候选；不能拼成当前LoRA多seed结果。,,H2 历史PromptFL，按参与率/localE/seed另分组,PromptFL_fedavg_vit_b16_batchSize32,PromptFL,noniid-labeldir-fine,42,,,已记录到第100轮或以后,1,100,21,,,,,,,,,,,63.87,37.15,38.9,71,1.75,逐类核对通过,0,D06b7b46e,,,,,,,,,,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=1.0_IF=0.01_localE=3_seed=42,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=1.0_IF=0.01_localE=3_seed=42,output/PromptFL_fedavg_vit_b16_batchSize32/PanelC_users30_localE3/partition=noniid-labeldir-fine_alpha=1.0_IF=0.01_localE=3_seed=42/round_metrics.csv
R2bb38682d,待定用途,配置与稳健性,固定 A rank2/4/8 对照,rank4略优；alpha固定导致rank与缩放同时变化，不能得出纯容量结论。,作为配置出处/附录；不需继续无目的扫rank。,,P6 固定A/rank扫描或预算对齐CAPT（逐行区分）,rank4_fedavg_analysis,ClipLora,client-longtail,42,4,fp32,已记录到第100轮或以后,0,100,101,81,100,67.681,77.3575,64.42416666666666,67.775,67.6575,73.16857142857143,64.13571428571429,65.41499999999999,67.72,67.5,68.05,86,0.5499999999999972,逐类核对通过,0,,,冻结A，只更新B；每轮3 epoch,无,普通 CE,按样本量聚合,,,,,output/rank4_fedavg_analysis/output/cifar100_LT/v2_rank_sweep/seed42/rank4_fedavg,output/rank4_fedavg_analysis/output/cifar100_LT/v2_rank_sweep/seed42/rank4_fedavg,output/rank4_fedavg_analysis/output/cifar100_LT/v2_rank_sweep/seed42/rank4_fedavg/round_metrics.csv
R8e7bd9987,待定用途,配置与稳健性,固定 A rank2/4/8 对照,rank4略优；alpha固定导致rank与缩放同时变化，不能得出纯容量结论。,作为配置出处/附录；不需继续无目的扫rank。,,P6 固定A/rank扫描或预算对齐CAPT（逐行区分）,rank8_fedavg_analysis,ClipLora,client-longtail,42,8,fp32,已记录到第100轮或以后,0,100,101,81,100,67.3695,75.245,64.68333333333334,67.5525,67.32374999999999,71.55857142857143,64.4857142857143,65.84666666666666,67.51,67.6,67.85,51,0.25,逐类核对通过,0,,,冻结A，只更新B；每轮3 epoch,无,普通 CE,按样本量聚合,,,,,output/rank8_fedavg_analysis/output/cifar100_LT/v2_rank_sweep/seed42/rank8_fedavg,output/rank8_fedavg_analysis/output/cifar100_LT/v2_rank_sweep/seed42/rank8_fedavg,output/rank8_fedavg_analysis/output/cifar100_LT/v2_rank_sweep/seed42/rank8_fedavg/round_metrics.csv
Ra7187b8d5,建议归档,旧 A/B 方案,private B / selective sync L1/L3/L5/L10,该路线与最终单一共享模型及当前SFRA方法不同；不能替代主方法A/B消融。,保留结果和实现，停止作为当前论文主实验扩展。,,H5 其他历史协议；仅在同配置内比较,selective_sync_v1_training_check,ClipLora,client-longtail,42,2,amp,已记录到第100轮或以后,0,100,101,81,100,67.624,,,67.1925,67.731875,,,,67.62,66.95,67.9,73,0.9500000000000028,逐类核对通过,0,,,冻结A，只更新客户端私有B,无独立A更新,普通 CE,私有B持续保留；Top-1类别投影/回溯接收保护,,,,,output/selective_sync_v1_training_check/L1,output/selective_sync_v1_training_check/L1,output/selective_sync_v1_training_check/L1/round_metrics.csv
R5edcf578e,建议归档,旧 A/B 方案,private B / selective sync L1/L3/L5/L10,该路线与最终单一共享模型及当前SFRA方法不同；不能替代主方法A/B消融。,保留结果和实现，停止作为当前论文主实验扩展。,,H5 其他历史协议；仅在同配置内比较,selective_sync_v1_training_check,ClipLora,client-longtail,42,2,amp,已记录到第100轮或以后,0,100,101,81,100,68.185,,,67.1875,68.434375,,,,68.26,66.9,67.6,32,0.6999999999999886,逐类核对通过,0,,,冻结A，只更新客户端私有B,无独立A更新,普通 CE,私有B持续保留；Top-10类别投影/回溯接收保护,,,,,output/selective_sync_v1_training_check/L10,output/selective_sync_v1_training_check/L10,output/selective_sync_v1_training_check/L10/round_metrics.csv
R46e1e8991,建议归档,旧 A/B 方案,private B / selective sync L1/L3/L5/L10,该路线与最终单一共享模型及当前SFRA方法不同；不能替代主方法A/B消融。,保留结果和实现，停止作为当前论文主实验扩展。,,H5 其他历史协议；仅在同配置内比较,selective_sync_v1_training_check,ClipLora,client-longtail,42,2,amp,已记录到第100轮或以后,0,100,101,81,100,68.108,,,67.08500000000001,68.36375000000001,,,,68.11,66.9,67.75,50,0.8499999999999943,逐类核对通过,0,,,冻结A，只更新客户端私有B,无独立A更新,普通 CE,私有B持续保留；Top-3类别投影/回溯接收保护,,,,,output/selective_sync_v1_training_check/L3,output/selective_sync_v1_training_check/L3,output/selective_sync_v1_training_check/L3/round_metrics.csv
R23c111241,建议归档,旧 A/B 方案,private B / selective sync L1/L3/L5/L10,该路线与最终单一共享模型及当前SFRA方法不同；不能替代主方法A/B消融。,保留结果和实现，停止作为当前论文主实验扩展。,,H5 其他历史协议；仅在同配置内比较,selective_sync_v1_training_check,ClipLora,client-longtail,42,2,amp,已记录到第100轮或以后,0,100,101,81,100,68.14349999999999,,,67.0275,68.4225,,,,68.13,66.7,67.6,30,0.8999999999999915,逐类核对通过,0,,,冻结A，只更新客户端私有B,无独立A更新,普通 CE,私有B持续保留；Top-5类别投影/回溯接收保护,,,,,output/selective_sync_v1_training_check/L5,output/selective_sync_v1_training_check/L5,output/selective_sync_v1_training_check/L5/round_metrics.csv
